PharmGKB Accession Id	Name	Generic Names	Trade Names	RxNorm Identifiers
PA448383	amiodarone	Amiodarona [INN-Spanish], Amiodarone Base, Amiodarone HCL, Amiodarone Hydrochloride, Amiodaronum [INN-Latin]	Aminodarone, Amio-Aqueous IV, Amiodarons, Aratac, Arycor, Cordarone, Cordarone Intravenous, Labaz, Pacerone, pms-Amiodarone	703
PA162565877	amisulpride	Aminosultopride, amisulpride	Deniban, Solian	46303
PA448385	amitriptyline	Amitriprolidine, Amitriptylin, Amitriptyline HCL, Amitriptyline Hydrochloride, Amitryptiline, Amitryptyline, Amytriptiline	Adepress, Adepril, Amitid, Amitril, Damilan, Damilen, Elanil, Elavil, Endep, Flavyl, Hexathane, Horizon, Lantron, Laroxil, Laroxyl, Lentizol, Proheptadiene, Redomex, Saroten, Sarotex, Seroten, Sylvemid, Triptanol, Triptilin, Triptisol, Tryptanol, Tryptizol, dAmitriptyline	704
PA166321301	amivantamab	Rybrevant, amivantamab-vmjw		2549198, 2549199
PA164745310	amlexanox	Amlexanox [USAN:INN:JAN], Amlexanoxo [Spanish], Amlexanoxum [Latin], amlexanox	Amlenanox, Amoxanox, Aphthasol, Elics, OraDisc, Solfa	46307
PA448388	amlodipine	Amlodipine Benzenesulfonate, Amlodipine Besilate, Amlodipine Besylate, Amlodipine Free Base, Amlodipino [Spanish], Amlodipinum [Latin]	Amlocard, Amlodis, Amvaz, Coroval, Lipinox, Lotrel, Norvasc	17767
PA166183785	amlodipine / atorvastatin / perindopril arginine			
PA166131585	ammonia	ammonia solution strong		
PA448392	ammonium chloride			712
PA165958400	ammonium lactate	ammonium (+-)-lactate, lactic acid ammonium salt	Lac-Hydrin, Laclotion	215247
PA448401	amobarbital		Isomytal	719
PA448404	amodiaquine	"""Amodiaquin"", ""Amodiaquine USP24"", ""Amodiaquine, ring-closed"", ""amodiaquine hydrochloride"""	Basoquin, CAM-AQ1, CAM-AQI, Camochin, Camoquin, Camoquin HCL, Camoquinal, Camoquine, Flavoquin, Flavoquine, Miaquin	720
PA448405	amoxapine	Amoxepine	Ascendin, Asendis, Defanyl, Demolox, Moxadil	722
PA448406	amoxicillin	AMC, Amoxicilina [INN-Spanish], Amoxicillin Trihydrate, Amoxicillin anhydrous, Amoxicilline [INN-French], Amoxicillinum [INN-Latin], Amoxycillin, Amoxycillin Trihydrate, D-Amoxicillin, p-Hydroxyampicillin	AMPC, Actimoxi, Amoclen, Amolin, Amopen, Amopenixin, Amoxi, Amoxi-Mast, Amoxibiotic, Amoxiden, Amoxil, Amoxivet, Anemolin, Aspenil, Biomox, Bristamox, Cemoxin, Clamoxyl, Delacillin, Dispermox, Efpenix, Flemoxin, Hiconcil, Histocillin, Ibiamox, Imacillin, Lamoxy, Metafarma capsules, Metifarma capsules, Moxacin, Moxal, Ospamox, Pamoxicillin, Piramox, Polymox, Robamox, Sawamox PM, Sumox, Tolodina, Trimox, Unicillin, Utimox, Vetramox, Wymox, Zimox	723
PA164712358	Amphenicols	Amphenicols		
PA448408	amphetamine	(+/-)-Benzedrine, (+/-)-Desoxynorephedrine, (+/-)-beta-Phenylisopropylamine, 1-Methyl-2-phenylethylamine, 1-Phenyl-2-aminopropane, 3-Methoxy-a-methylbenzeneethanamine, 3-Methoxyamphetamine, 3-Methoxyphenylisopropylamine, Amfetamine, Amphetamine Sulfate, DL-alpha-Methylphenethylamine, Fenylo-izopropylaminyl, Methamphetamine HCL, Phenylisopropylamine, [1-(3-Methoxyphenyl)-2-propyl]amine, alpha-Methylbenzeneethaneamine, beta-Aminopropylbenzene, beta-phenyl-isopropylamine, dl-1-Phenyl-2-aminopropane, dl-Amphetamine, dl-Benzedrine, m-Methoxy-a-methylphenethylamine, m-Methoxyamphetamine	Actedron, Adipan, Allodene, Anorexide, Anorexine, Benzebar, Benzedrine, Benzolone, Desoxyn, Dexampex, Dexedrine, Dextrostat, Elastonon, Fenamin, Ferndex, Finam, Isoamycin, Isoamyne, Isomyn, Mecodrin, Methampex, Norephedrane, Novydrine, Oktedrin, Ortedrine, Paredrine, Percomon, Phenamine, Phenedrine, Profamina, Propisamine, Psychedrine, Raphetamine, Rhinalator, Simpatedrin, Simpatina, Sympamin, Sympamine, Sympatedrine, Weckamine	725
PA448415	amphotericin b	AMPH-B, Amphortericin B, Amphotericine B, Liposomal Amphotericin B, amphotericin B	ABLC, Abelcet, AmB, AmBisome, Ampho-Moronal, Amphocin, Amphotec, Amphotericin, Amphozone, Fungilin, Fungisone, Fungizone, Fungizone Intravenous, HSDB 3008 IAB, Halizon, IAB, LNS-AmB, Mysteclin-F, SinuNase, Tegopen	732
PA448419	ampicillin	Aminobenzylpenicillin, Ampicilina [INN-Spanish], Ampicillin Acid, Ampicillin Anhydrate, Ampicillin Anhydrous, Ampicillin Base, Ampicillin Sodium, Ampicillin Trihydrate, Ampicillin [Usan:Ban:Inn:Jan], Ampicillina [Dcit], Ampicilline, Ampicilline [INN-French], Ampicillinum [INN-Latin], Anhydrous Ampicillin, Bayer 5427, D-Ampicillin	"""AB-PC"", ""Ab-Pc Sol"", ""Acillin"", ""Adobacillin"", ""Alpen"", ""Amblosin"", ""Amcill"", ""Amfipen"", ""Amfipen V"", ""Amipenix S"", ""Ampen"", ""Ampi"", ""Ampi-Bol"", ""Ampi-Co"", ""Ampi-Tab"", ""Ampichel"", ""Ampicil"", ""Ampicillin A"", ""Ampicin"", ""Ampifarm"", ""Ampikel"", ""Ampimed"", ""Ampipenin"", ""Ampipenin, Nt3"", ""Ampiscel"", ""Ampisyn"", ""Ampivax"", ""Ampivet"", ""Amplacilina"", ""Amplin"", ""Amplipenyl"", ""Amplisom"", ""Amplital"", ""Ampy-Penyl"", ""Austrapen"", ""BRL"", ""Binotal"", ""Bonapicillin"", ""Britacil"", ""Campicillin"", ""Cimex"", ""Copharcilin"", ""D-Cillin"", ""Delcillin"", ""Deripen"", ""Divercillin"", ""Doktacillin"", ""Duphacillin"", ""Geocillin"", ""Grampenil"", ""Guicitrina"", ""Guicitrine"", ""Lifeampil"", ""Morepen"", ""Norobrittin"", ""Novo-Ampicillin"", ""Nuvapen"", ""Olin Kid"", ""Omnipen"", ""Omnipen-N"", ""Orbicilina"", ""Pen A"", ""Pen Ampil"", ""Pen a Oral"", ""Penbristol"", ""Penbritin"", ""Penbritin Paediatric"", ""Penbritin Syrup"", ""Penbritin-S"", ""Penbrock"", ""Penicline"", ""Penimic"", ""Pensyn"", ""Pentrex"", ""Pentrexl"", ""Pentrexyl"", ""Pfizerpen A"", ""Pfizerpen-A"", ""Polycillin"", ""Polycillin-N"", ""Ponecil"", ""Princillin"", ""Principen"", ""Principen '125'"", ""Principen '250'"", ""Principen '500'"", ""Qidamp"", ""Racenacillin"", ""Ro-Ampen"", ""Rosampline"", ""Roscillin"", ""Semicillin"", ""Semicillin R"", ""Servicillin"", ""Sk-Ampicillin"", ""Spectrobid"", ""Sumipanto"", ""Supen"", ""Synpenin"", ""Texcillin"", ""Tokiocillin"", ""Tolomol"", ""Totacillin"", ""Totacillin-N"", ""Totalciclina"", ""Totapen"", ""Trifacilina"", ""Ultrabion"", ""Ultrabron"", ""Vampen"", ""Viccillin"", ""Viccillin S"", ""Wypicil"""	733
PA448422	amprenavir	AMP, AMV, APV, VX-478	Agenerase, Prozei, Vertex	228656
PA164746803	amrinone	Amrinona [inn-spanish], Amrinonum [inn-latin], Inamrinone, Inamrinone lactate	Amcoral, Cartonic, Cordarex, Cordemcura, Inocor, Wincoram	
PA10309	amsacrine	Acridinyl Anisidide, M-AMSA, MAMSA	AMSA P-D, Amsidine, Amsidyl, Amsine	739
PA166220604	amuvatinib	"""N-(1,3-benzodioxol-5-ylmethyl)-4-(4-benzofuro[3,2-d]pyrimidinyl)-1-piperazinecarbothioamide"", ""N-(1,3-benzodioxol-5-ylmethyl)-4-([1]benzofuro[3,2-d]pyrimidin-4-yl)piperazine-1-carbothioamide"""		
PA164750570	amyl nitrite	"""3-Methylbutanol nitrite"", ""3-Methylbutyl nitrite"", ""Amilnitrit"", ""Amilnitrite"", ""Amyl nitrit"", ""Amyl nitrite I"", ""Amyl nitrosum"", ""IPN"", ""Isoamyl nitrite"", ""Isopentyl nitrite"", ""Nitramyl"", ""Nitrous acid, 3-methylbutyl ester"", ""Nitrous acid, isopentyl ester"", ""Pentanoli nitris"", ""Pentyl nitrite"", ""n-amyl nitrite"", ""n-pentyl nitrite"""	Aspiral, Vaporole	742
PA164712360	Anabolic Agents For Systemic Use			
PA164712361	Anabolic Steroids			
PA165960688	anacetrapib		MK0859	
PA164742986	anagrelide	Anagrelide HCL, Anagrelide Hydrochloride, BL-4162A	Agrylin, Xagrid	596724
PA10799	anakinra	ICIL-1RA, IL-1RN, IL-1ra, IL1 inhibitor, IRAP, Interleukin-1 receptor antagonist protein precursor	Kineret	72435
PA164712362	Analgesics			
PA164712363	Analgesics and anesthetics			
PA166305821	Anaplastic lymphoma kinase (ALK) inhibitors	ALK inhibitors		
PA166335701	anaprazole	2-[[3-(3-methoxypropoxy)-2-methylphenyl]methylsulfinyl]-6,7-dihydro-1H-furo[2,3-f]benzimidazole		
PA448432	anastrozole	Anastrozol, anastrozole	Anastrole, Arimidex	84857
PA164712364	Androgen, progestogen and estrogen in combination			
PA10381	androgens and estrogens			
PA164712365	Androgens And Female Sex Hormones In Combination			
PA164712366	Androgens and female sex hormones in combination with other drugs			
PA10733	androgens for topical use			
PA164712367	Androstan derivatives			
PA164712372	Angiotensin II Antagonists	Angiotensin II antagonists, plain		
PA164712368	Angiotensin II antagonists and calcium channel blockers			
PA164712369	Angiotensin II antagonists and diuretics			
PA164712371	Angiotensin II Antagonists, Combinations			
PA164742938	anidulafungin	anidulafungin	Eraxis	341018
PA166277641	anifrolumab		Saphnelo	
PA164768817	anileridine	Anileridina [INN-Spanish], Anileridinum [INN-Latin], Phthalylsulfathiazole, Sulfathalidine	Adopol, Alidine, Apidol, Apodol, Leritin, Leritine, Nipecotan	17933
PA164712373	Anilides			
PA164746467	anisindione	Anisin indandione	Miradon, Unidone	17941
PA164754880	anisotropine methylbromide		Anisotropine methobromide, Endovalpin, Lytispasm, Methyloctatropine bromide, Octatropine, Valpin 50	
PA164769075	anistreplase	Tissue-type plasminogen activator precursor, t- PA, t-plasminogen activator, tPA	Eminase	40028
PA166307361	anlotinib	1-[[4-[(4-fluoro-2-methyl-1H-indol-5-yl)oxy]-6-methoxyquinolin-7-yl]oxymethyl]cyclopropan-1-amine, catequentinib		
PA452298	antacids			
PA164712377	Antacids, other combinations			
PA164712374	Antacids with antiflatulents			
PA164712375	Antacids with antispasmodics			
PA164712376	Antacids with sodium bicarbonate			
PA165958418	antazoline	phenazolin, phenazoline	Antastan, Antasten, Antihistal, Antistin, Histostab	865
PA164712378	Anterior Pituitary Lobe Hormones And Analogues			
PA164712379	Anthelmintics			
PA130620651	anthracyclines and related substances			
PA164712380	Anthrax vaccines			
PA164712381	Anti-acne Preparations			
PA164712382	Anti-acne Preparations For Systemic Use			
PA164712383	Anti-acne Preparations For Topical Use			
PA164712390	Antiadrenal Preparations			
PA164712391	Antiadrenergic Agents, Centrally Acting			
PA164712392	Antiadrenergic Agents, Ganglion-blocking			
PA164712393	Antiadrenergic Agents, Peripherally Acting			
PA164712394	Antiallergic agents, excl. corticosteroids			
PA164712384	Anti-androgens			
PA164712397	Antiandrogens			
PA164712398	Antiandrogens and estrogens			
PA164712399	Antiandrogens, plain			
PA164712400	Antianemic Preparations			
PA164712402	Antiarrhythmics, class Ia			
PA452249	antiarrhythmics, class i and iii			
PA164712403	Antiarrhythmics, class Ib			
PA164712404	Antiarrhythmics, class Ic			
PA164712401	Antiarrhythmics, class III			
PA164712405	Antibacterials For Systemic Use			
PA164712406	Antibiotics			
PA164712415	Antibiotics And Chemotherapeutics, Combinations			
PA164712414	Antibiotics And Chemotherapeutics For Dermatological Use			
PA164712417	Antibiotics and corticosteroids			
PA164712416	Antibiotics For Topical Use			
PA164712418	Anticestodals			
PA164712419	Anticholinergic Agents			
PA164712420	Anticholinergics			
PA164712423	Anticholinesterases	Anticholinesterases		
PA164712424	Anticorticosteroids			
PA164712385	Anti-dementia Drugs			
PA452229	antidepressants			
PA164712425	Antidepressants in combination with psycholeptics			
PA164712426	Antidiarrheal Microorganisms	Antidiarrheal microorganisms		
PA164712428	Antidiarrheals, Intestinal Antiinflammatory/antiinfective			
PA164712429	Antidotes			
PA164712431	Antiemetics And Antinauseants	Antiemetics And Antinauseants		
PA143485705	antiepileptics	Antiepileptics		
PA164712386	Anti-estrogens			
PA164712433	Antifibrinolytics			
PA164712434	Antifungals For Dermatological Use			
PA164712435	Antifungals For Systemic Use	Antifungals for systemic use		
PA164712436	Antifungals For Topical Use			
PA10393	antiglaucoma preparations and miotics			
PA164712387	Anti-gonadotropin-releasing hormones			
PA164712438	Antigonadotropins and similar agents			
PA164712440	Antigout Preparations	Antigout Preparations		
PA164712441	Antigrowth hormones			
PA164750168	antihemophilic factor	AHF, Coagulation factor VIII precursor, Procoagulant component, antihemophilic factor	Advate, Alphanate, Bioclate, Helixate, Helixate FS, Hemofil M, Humate-P, Hyate:C, Koate-HP, Kogenate, Kogenate FS, Monarc-M, Monoclate-P, ReFacto, Xyntha	
PA164712442	Antihemorrhagics			
PA164712443	Antihidrotics			
PA164712444	Antihistamines For Systemic Use	antihistamines for systemic use		
PA164712445	Antihypertensives			
PA164712446	Antihypertensives And Diuretics In Combination			
PA164712447	Antiinfectives	Antiinfectives		
PA164712453	Antiinfectives And Antiseptics, Excl. Combinations			
PA164712455	Antiinfectives and antiseptics for local oral treatment			
PA164712457	Antiinfectives/antiseptics In Combination With Corticosteroids			
PA164712454	Antiinfectives For Systemic Use			
PA164712456	Antiinfectives for treatment of acne			
PA164712458	Antiinflammatory Agents			
PA164712460	Antiinflammatory Agents And Antiinfectives In Combination			
PA164712462	Antiinflammatory agents, non-steroids	NSAID, NSAIDs		
PA164712463	Antiinflammatory agents, non-steroids and antiinfectives in combination			
PA164712461	Antiinflammatory And Antirheumatic Products			
PA10384	antiinflammatory and antirheumatic products, non-steroids			
PA164712466	Antiinflammatory/antirheumatic Agents In Combination			
PA164712467	Antiinflammatory/antirheumatic agents in combination with corticosteroids			
PA164712464	Antiinflammatory preparations, non-steroids for topical use			
PA164712465	Antiinflammatory products for vaginal administration			
PA164712468	Antimalarials			
PA452622	antimetabolites			
PA164712469	Antimigraine Preparations			
PA164712470	Antimony compounds			
PA164712471	Antimycobacterials			
PA164712473	Antimycotics For Systemic Use	Antimycotics For Systemic Use		
PA164712474	Antinematodal Agents			
PA452621	antineoplastic agents			
PA164712475	Antineoplastic And Immunomodulating Agents			
PA164712476	Antineovascularisation agents			
PA164712478	Antiobesity Preparations, Excl. Diet Products	Antiobesity Preparations, Excl. Diet Products		
PA164712479	Antiparasitic Products, Insecticides And Repellents			
PA164712388	Anti-parathyroid Agents			
PA164712389	Anti-parkinson Drugs			
PA164712480	Antiprogestogens			
PA164712482	Antipropulsives	Antipropulsives		
PA164712483	Antiprotozoals			
PA164712484	Antipruritics, Incl. Antihistamines, Anesthetics, Etc.	Antipruritics, Incl. Antihistamines, Anesthetics, Etc.		
PA164712486	Antipsoriatics			
PA164712487	Antipsoriatics For Systemic Use			
PA164712488	Antipsoriatics For Topical Use			
PA452233	antipsychotics			
PA448453	antipyrine	Acetasol, Analgesine, Anodynin, Anodynine, Antipirin, Antipyrin, Antipyrinum, Azophen, Azophenum, Fenazon [czech], Fenazona [inn-spanish], Fenazone, Phenazon, Phenazone, Phenozone, Pyrazoline	Apirelina, Auralgan, Sedatin, Sedatine	1001
PA164712489	Antiseptics			
PA164712492	Antiseptics and corticosteroids			
PA164712491	Antiseptics And Disinfectants	Antiseptics And Disinfectants		
PA164712493	Antispasmodics And Anticholinergics In Combination With Other Drugs			
PA164712494	Antispasmodics In Combination With Analgesics			
PA164712496	Antispasmodics in combination with other drugs			
PA164712495	Antispasmodics In Combination With Psycholeptics			
PA164712497	Antispasmodics, psycholeptics and analgesics in combination			
PA452200	antithrombotic agents	Antithrombotic Agents		
PA164743704	antithymocyte globulin	Thymoglobulin, rabbit atg, ratg	ATG-Fresenius, ATG-Fresenius S, Genzyme, Genzyme), Thymoglobulin (SangStat Medical, Thymoglobulin SangStat Medical	1011
PA164712499	Antithyroid Preparations			
PA164712500	Antitrematodals			
PA164712501	Antivaricose Therapy			
PA164712502	Antivertigo Preparations	Antivertigo preparations		
PA452174	antivirals			
PA164712504	Antivirals For Systemic Use			
PA164712505	Antivirals for treatment of HIV infections, combinations			
PA164712506	Antracen derivatives			
PA164784000	antrafenine			
PA164712507	Anxiolytics			
PA166316721	apatinib	N-[4-(1-cyanocyclopentyl)phenyl]-2-(pyridin-4-ylmethylamino)pyridine-3-carboxamide, N-[4-(1-cyanocyclopentyl)phenyl]-2-{[(pyridin-4-yl)methyl]amino}pyridine-3-carboxamide, rivoceranib		
PA166163740	apixaban		Eliquis	
PA166209601	APL-9			
PA164781163	apomorphine	Apomorfin, Apomorphine Hydrochloride Hemihydrate, Apomorphinium Chloride Hemihydrate, Apormorphine, L-Apomorphine, VR-040, VR-400, VR004, apomorphine, apomorphine hydrochloride	APOKYN, Ixense, Uprima	1043
PA164712508	Appetite Stimulants			
PA166183406	apple juice			1358965
PA164748866	apraclonidine	Apraclonidina [INN-Spanish], Apraclonidinum [INN-Latin], P-Aminoclonidine Hydrochloride, apraclonidine hydrochloride	Aplonidine, Iopidine, Iopidine Eye	14845
PA166220442	apremilast	N-[2-[(1S)-1-(3-ethoxy-4-methoxyphenyl)-2-methylsulfonylethyl]-1,3-dioxoisoindol-4-yl]acetamide	Otezla	
PA164747039	aprepitant	MK-0517, MK-869, aprepitant, fosaprepitant	Emend	358255
PA164764496	aprindine	Aprindin, Aprindina [inn-spanish], Aprindinum [inn-latin], Aprinidine	Aspenon, Fibocil	1054
PA164754809	aprobarbital			17381
PA448472	aprotinin	bayer a 128, bovine pancreatic trypsin inhibitor, bpti, iniprol, trazinin	Trasylol	1056
PA165958370	arbekacin	arbekacina, arbekacine, arbekacinum, habekacin, haberacin		
PA164747979	arbutamine		GenESA	61609
PA164746540	arcitumomab	CEA-Scan, anti-carcinoembryonic antigen monoclonal antibody fab' fragment, arcitumomab, immu-4	CEA-Scan	
PA164754878	ardeparin		Normiflo	87866
PA164743977	arformoterol	"""(R,R)-formoterol"", ""arformoterol"""	Brovana	304962
PA164745516	argatroban	argatroban		15202
PA166400062	arimoclomol	N-[(2R)-2-hydroxy-3-piperidin-1-ylpropoxy]-1-oxidopyridin-1-ium-3-carboximidoyl chloride	Miplyffa	
PA10026	aripiprazole	OPC 31, OPC-14597, aripiprazole	Abilify, Abilitat	89013
PA166161216	aripiprazole lauroxil			1673265
PA164712509	Arsenic compounds			
PA448486	arsenic trioxide	"""Acide Arsenieux [French]"", ""Anhydride Arsenieux [French]"", ""Arseni Trioxydum"", ""Arsenic Blanc [French]"", ""Arsenic Oxide"", ""Arsenic Oxidearsenous Trioxide"", ""Arsenic Sesquioxide"", ""Arsenic Trioxide [UN1561] [Poison]"", ""Arsenic, White"", ""Arsenicum Album"", ""Arsenigen Saure [German]"", ""Arsenious Acid"", ""Arsenious Acid Anhydride"", ""Arsenious Oxide"", ""Arsenious Trioxide"", ""Arsenous Acid"", ""Arsenous Acid Anhydride"", ""Arsenous Anhydride"", ""Arsenous Oxide"", ""Arsenous Oxide Anhydride"", ""Arsentrioxide"", ""Crude Arsenic"", ""Di-Arsenic Trioxide"", ""Diarsenic Trioxide"", ""Diarsonic Trioxide"", ""HSDB 419"", ""Oxyde Arsenieux [ISO-French]"", ""Poison Flour"", ""White Arsenic"", ""arsenic trioxide"""	Arsenite, Arsenolite, Arsodent, Claudelite, Claudetite, Trisenox	18330
PA165260403	arteether	artemotil		
PA165111698	artemether	dihydroartemisinin methyl ether		18343
PA165111696	artemisinin			
PA143485261	artemisinin and derivatives			
PA164712512	Arteriolar Smooth Muscle, Agents Acting On			
PA165111697	artesunate			18346
PA166182731	articaine			
PA166182783	articaine / epinephrine		ORABLOC	284622
PA451998	arylhydrazines			
PA164712513	Aryloxyacetic acid derivatives			
PA166268841	asciminib	N-[4-[chloro(difluoro)methoxy]phenyl]-6-[(3R)-3-hydroxypyrrolidin-1-yl]-5-(1H-pyrazol-5-yl)pyridine-3-carboxamide		
PA164712515	Ascorbic acid (vitamin C), combinations			
PA164712514	Ascorbic Acid (vitamin C), Incl. Combinations			
PA164712516	Ascorbic acid (vitamin C), plain			
PA448492	asparaginase	L-asparagine amidohydrolase, Putative L-asparaginase precursor	Elspar	1156
PA448493	aspartame	"""1-Methyl N-L-alpha-aspartyl-L-phenylalanate"", ""1-Methyl N-L-alpha-aspartyl-L-phenylalanine"", ""3-Amino-N-(alpha-carboxyphenethyl)succinamic acid N-methyl ester"", ""3-Amino-N-(alpha-carboxyphenethyl)succinamic acid N-methyl ester, stereoisomer"", ""3-Amino-N-(alpha-methoxycarbonylphenethyl) succinamic acid"", ""APM"", ""Asp-phe-ome"", ""Aspartam [INN-French]"", ""Aspartame [USAN:BAN:INN]"", ""Aspartamo [INN-Spanish]"", ""Aspartamum [INN-Latin]"", ""Aspartylphenylalanine methyl ester"", ""Dipeptide sweetener"", ""L-Aspartyl-L-phenylalanine methyl ester"", ""Methyl L-alpha-aspartyl-L-phenylalanate"", ""Methyl L-aspartyl-L-phenylalanine"", ""Methyl N-L-alpha-aspartyl-L-phenylalaninate"", ""Methyl aspartylphenylalanate"", ""N-L-alpha-Aspartyl-L-phenylalanine 1-methyl ester"", ""Sweet dipeptide"""	Aminosweet, Canderel, Equal, Nutrasweet, Tri-sweet	
PA448497	aspirin	"""2-Acetoxybenzenecarboxylic acid"", ""2-Acetoxybenzoic acid"", ""2-Carboxyphenyl acetate"", ""A.S.A."", ""ASA"", ""Acetilsalicilico"", ""Acetilum acidulatum"", ""Acetosalic acid"", ""Acetoxybenzoic acid"", ""Acetylsalicylate"", ""Acetylsalicylic acid"", ""Acetylsalicylsaure"", ""Acetysalicylic acid"", ""Acide acetylsalicylique"", ""Acido O-acetil-benzoico"", ""Acido acetilsalicilico"", ""Acidum acetylsalicylicum"", ""Kyselina 2-acetoxybenzoova"", ""Kyselina acetylsalicylova"", ""O-Acetylsalicylic acid"", ""O-accetylsalicylic acid"", ""Salicylic acid acetate"", ""Salicylic acid, acetate"", ""o-Acetoxybenzoic acid"", ""o-Carboxyphenyl acetate"""	8-hour Bayer, A.S.A. Empirin, Acenterine, Acesal, Acetal, Aceticyl, Acetisal, Acetol, Acetonyl, Acetophen, Acetosal, Acetosalin, Acetylin, Acetylsal, Acimetten, Acisal, Acylpyrin, Adiro, Asagran, Asatard, Ascoden-30, Aspalon, Aspec, Aspergum, Aspirdrops, Aspirin, Aspirine, Aspro, Asteric, Bayer Extra Strength Aspirin For Migraine Pain, Benaspir, Bi-prin, Bialpirina, Bialpirinia, Bufferin, Caprin, Cemirit, Claradin, Clariprin, Colfarit, Contrheuma retard, Coricidin, Crystar, Decaten, Delgesic, Dolean pH 8, Duramax, ECM, Easprin, Ecolen, Ecotrin, Empirin, Endydol, Entericin, Enterophen, Enterosarein, Enterosarine, Entrophen, Extren, Globentyl, Globoid, Helicon, Idragin, Levius, Measurin, Micristin, Neuronika, Novid, Nu-seals, Nu-seals aspirin, Persistin, Pharmacin, Pirseal, Polopiryna, Premaspin, Rheumintabletten, Rhodine, Rhonal, Salacetin, Salcetogen, Saletin, Solfrin, Solprin, Solprin acid, Solpyron, Spira-Dine, St. Joseph, St. Joseph Aspirin for Adults, Supac, Tasprin, Temperal, Triaminicin, Triple-sal, Vanquish, Xaxa, Yasta	1191
